Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
85990, ARMM,58837,Wage/Salaries,0,29768,24860,974,7376,2520,3906,8140,0,1410,710,18300,8400,113,2400,792,1000,4824,0,0,0,Male,38,Married,Third Year High School,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Single Family,8,3,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,15,1,Own or owner-like possession of house and lot,Open pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
129048, ARMM,40274,Enterpreneurial Activities,0,15418,12123,1594,5848,1950,5765,2800,0,4270,1635,14100,8400,116,2460,1296,0,5022,3500,0,70388,Male,61,Married,Grade 3,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,4,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,36,18,1,Own or owner-like possession of house and lot,Open pit,1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
79675, ARMM,48642,Enterpreneurial Activities,1,17278,14518,2198,9551,3285,4275,6910,0,1170,580,13500,6000,136,3480,936,500,5676,0,59275,59275,Male,34,Married,Grade 2,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,13,1,Own or owner-like possession of house and lot,Open pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
69090, ARMM,33624,Enterpreneurial Activities,0,15909,13794,1300,4769,1870,3955,1640,0,0,460,11700,6000,122,840,648,0,5094,2000,0,49400,Male,24,Married,Second Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,17,1,Own or owner-like possession of house and lot,Open pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
60460, ARMM,44118,Enterpreneurial Activities,0,17462,14156,2396,7716,1640,5370,2410,0,270,970,12780,7200,162,2160,774,0,4404,0,0,46500,Male,25,Married,First Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,4,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,35,15,1,Own or owner-like possession of house and lot,Closed pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
39981, ARMM,17767,Enterpreneurial Activities,1,8282,6805,314,1795,1190,2455,350,0,0,270,9000,6000,174,1380,504,0,2934,0,24505,24505,Male,62,Widowed,No Grade Completed,No Job/Business,,,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,17,1,Own or owner-like possession of house and lot,Open pit,1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
59235, ARMM,46902,Enterpreneurial Activities,1,20721,18140,790,4723,1315,3532,10400,0,0,210,15300,8400,60,2220,864,630,3522,0,43335,43335,Male,62,Married,No Grade Completed,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,25,18,1,Own or owner-like possession of house and lot,Closed pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
94255, ARMM,73192,Enterpreneurial Activities,0,26144,22124,1350,6767,1475,5300,7100,0,0,1410,21300,12000,924,1020,1602,570,5832,3000,0,59980,Male,35,Married,Second Year College,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,8,3,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,49,14,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
281020, ARMM,109210,Wage/Salaries,0,18951,13735,5880,21830,8705,5683,32370,0,11765,13385,33060,18000,480,7560,1176,1110,13596,3000,0,0,Male,37,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,1,0,0,0,0,2,0,0,0,0,ARMM
676800, ARMM,125073,Wage/Salaries,0,20814,11180,12100,33300,11934,6986,20300,0,0,36985,89856,72000,9212,51096,5160,105000,45996,70000,0,0,Male,53,Married,Personal Services Programs,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,100,12,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,1,0,1,1,0,2,1,1,0,0,ARMM
300620, ARMM,158228,Wage/Salaries,0,35719,21361,8198,24125,4836,11021,54240,0,1560,7646,31200,19800,230,4764,2208,16900,29898,3000,0,52600,Male,42,Married,Business and Administration Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,14,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,3,1,0,0,0,ARMM
96670, ARMM,66309,Enterpreneurial Activities,0,17131,11180,4910,17130,3622,6758,1920,0,650,3170,26580,13200,160,2520,792,0,5022,800,0,68600,Female,39,Widowed,Second Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,21,14,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,1,0,1,0,0,0,0,2,0,0,0,0,ARMM
125370, ARMM,124928,Enterpreneurial Activities,1,26108,17329,4160,19740,2817,7308,51020,0,0,2380,21000,13800,320,2136,1260,1200,6210,1200,78020,78020,Male,60,Married,No Grade Completed,No Job/Business,,,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,12,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
171325, ARMM,82705,Wage/Salaries,0,28522,20762,3835,21030,3990,7650,4465,0,0,3160,21600,13800,350,3132,1476,0,8418,1000,74350,74350,Male,63,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,11,35,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
336640, ARMM,75671,Other sources of Income,0,23012,12617,5368,19425,5071,7713,2180,0,0,11010,51540,42000,250,5652,3600,0,7728,1300,0,0,Male,73,Widowed,Third Year College,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,67,12,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
101540, ARMM,82710,Enterpreneurial Activities,1,25217,20332,3160,10565,2255,4753,2960,0,3755,3800,21000,14400,460,4212,1080,0,6672,1000,83630,83630,Male,27,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,13,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
183188, ARMM,107276,Other sources of Income,0,39132,32308,2965,16810,3603,6222,28170,0,520,4715,27840,19800,300,4296,2316,13250,8472,1500,0,53600,Female,41,Divorced/Separated,Third Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,6,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,39,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,0,1,0,0,0,0,0,0,3,0,0,0,0,ARMM
165655, ARMM,76389,Wage/Salaries,0,29376,23375,3060,21040,3560,5747,3180,0,780,3219,21360,14400,670,2892,1908,0,8640,6200,39120,54220,Female,41,Divorced/Separated,Elementary Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,5,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,13,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
87081, ARMM,57014,Enterpreneurial Activities,1,18758,14984,3825,9850,1684,4886,2850,0,2080,5625,20280,16200,1060,2892,1020,0,6138,1500,55056,55056,Male,36,Married,Security Services Programs,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Protected spring, river, stream, etc",0,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
86396, ARMM,40056,Enterpreneurial Activities,1,15580,11570,1800,8350,2335,4076,1770,0,0,1590,14700,12000,220,1464,1128,0,5994,2700,70246,70246,Male,40,Married,Grade 5,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,14,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
128440, ARMM,73007,Enterpreneurial Activities,1,27133,20878,1870,14000,2400,5550,5250,0,4321,2615,20760,12000,280,4368,3456,0,7086,3100,107840,107840,Male,46,Married,Second Year High School,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,17,35,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,4,0,0,0,0,ARMM
107095, ARMM,54014,Enterpreneurial Activities,1,18614,13554,2295,10415,2631,4433,2580,0,0,2110,20160,16200,340,3012,1176,0,5724,1200,79130,79130,Male,26,Married,Computing/Information Technology Programs,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
134295, ARMM,136694,Enterpreneurial Activities,1,49023,36140,3370,22210,3205,6304,37628,0,0,4125,15960,10200,1000,2616,2016,10537,9456,1200,111095,111095,Female,43,Widowed,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,8,0,6,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,28,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Protected spring, river, stream, etc",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
134298, ARMM,126366,Enterpreneurial Activities,1,48011,38948,2380,22970,2705,5469,31760,0,780,6235,24660,15000,970,2772,1920,3050,12054,2000,104658,104658,Male,40,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,8,2,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,34,30,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
135245, ARMM,53884,Other sources of Income,0,19676,13554,3830,7863,2000,1892,11620,0,0,11260,21798,15000,400,4092,1164,1900,5496,9000,0,0,Female,33,Married,Health Programs,No Job/Business,,,Single Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,28,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
87245, ARMM,44579,Enterpreneurial Activities,1,19421,15608,1810,8690,1833,3149,2440,0,2975,2605,17160,10800,335,1776,1020,0,5712,1500,70195,70195,Male,23,Married,High School Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
93015, ARMM,50460,Enterpreneurial Activities,1,23708,16348,1485,9590,1730,3280,2760,0,0,2603,20460,13200,390,3612,876,0,6000,2000,67590,67590,Male,30,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
40100, ARMM,25940,Enterpreneurial Activities,1,14013,11034,1190,3557,1045,2247,600,0,0,223,8880,5400,150,3564,0,0,1608,290,27090,27090,Male,68,Married,Grade 3,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,Mixed but predominantly light materials,Very Light,13,37,1,"Own house, rent-free lot without consent of owner",Open pit,1,Dug well,1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
452441, ARMM,76417,Wage/Salaries,0,20163,16439,3204,21790,1585,6436,9314,540,0,10054,61152,18000,5973,97632,3660,0,27726,8287,0,106801,Female,76,Married,High School Graduate,No Job/Business,,,Extended Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,11,18,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,1,1,0,0,0,2,1,0,0,ARMM
198941, ARMM,76189,Wage/Salaries,0,20424,13288,7426,4680,4050,2583,27060,0,0,3910,38694,24000,3420,26802,2100,5879,20460,5160,0,7200,Male,53,Married,"Other Programs in Education at the Third Level, First Stage, of the Type that Leads to an Award not Equivalent to a First University or Baccalaureate Degree",With Job/Business,Library and filing clerks,Worked for government/government corporation,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,38,19,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,3,2,0,0,0,ARMM
133788, ARMM,56561,Enterpreneurial Activities,0,19888,17190,3993,14080,3225,3768,2220,0,0,4198,17256,6600,15000,9900,648,0,6180,700,0,66630,Male,64,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,7,24,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,1,1,0,0,0,0,0,2,0,0,1,ARMM
535319, ARMM,48198,Other sources of Income,0,13313,5978,2673,10770,2673,3933,4500,0,0,7020,52218,18000,146024,25158,8220,0,12870,4000,0,140348,Male,78,Married,High School Graduate,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,27,43,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,1,1,1,1,0,1,1,1,0,0,ARMM
98910, ARMM,78022,Wage/Salaries,0,29901,21036,6685,13880,2550,4300,1680,1345,7614,1926,20148,13800,180,3300,756,0,4842,0,0,3000,Male,49,Married,Second Year High School,With Job/Business,Building construction laborers,Worked for private establishment,Extended Family,4,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,25,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
127780, ARMM,81253,Wage/Salaries,0,24710,19090,12620,19049,3280,4855,2670,540,0,2340,16380,10800,680,6552,1632,0,6276,0,0,0,Male,62,Married,Elementary Graduate,No Job/Business,,,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
324736, ARMM,18900,Wage/Salaries,0,0,0,0,0,0,0,30180,38220,10920,0,8400,6000,0,1152,1320,28000,1464,0,0,60736,Male,47,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,9,19,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,1,0,1,0,0,0,0,1,1,0,0,0,ARMM
207540, ARMM,59960,Other sources of Income,0,16192,11648,4464,7350,2220,3325,15610,10582,4420,1625,23016,9000,80,3456,1344,1306,4746,0,0,0,Male,40,Married,High School Graduate,With Job/Business,"Butchers, fishmongers and related food preparers",Worked for private establishment,Single Family,3,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,14,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
261280, ARMM,76152,Other sources of Income,0,21085,7152,9130,16380,3820,3935,5580,1248,3354,13225,26580,13800,130,2844,3264,1580,5580,5000,47220,86020,Male,33,Married,High School Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,15,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,1,0,0,0,0,ARMM
96130, ARMM,60046,Enterpreneurial Activities,1,17924,15391,3756,16741,1630,4560,2310,0,6878,3870,12480,7800,300,2736,1032,160,4236,1000,0,84580,Male,31,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,8,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,29,15,2,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
175750, ARMM,81713,Enterpreneurial Activities,1,32030,28445,5770,21765,3725,3718,5082,0,0,2735,23220,20100,340,2700,1488,450,4362,5000,0,108400,Male,43,Married,Grade 1,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,5,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,28,19,3,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,Dug well,1,0,0,0,0,0,0,0,3,0,0,0,0,ARMM
66810, ARMM,49504,Enterpreneurial Activities,0,21570,19831,4480,9917,1645,2810,2410,0,0,1535,11580,8400,190,1860,936,265,3480,500,0,36500,Female,73,Widowed,Grade 2,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,4,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,35,2,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
79570, ARMM,68435,Wage/Salaries,0,24265,20452,6956,15613,2555,5105,1840,0,0,1350,8910,6000,115,2340,936,0,3630,400,0,16380,Male,26,Married,High School Graduate,With Job/Business,Freight handlers,Worked for private establishment,Single Family,4,2,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,4,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
133340, ARMM,68788,Enterpreneurial Activities,1,29990,26027,3710,15630,2036,4746,2860,0,1870,1080,12120,9300,270,2370,816,0,4104,800,0,117700,Male,38,Married,Grade 2,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,5,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,34,18,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
93260, ARMM,59298,Enterpreneurial Activities,1,18045,15785,3020,15750,2255,3560,7980,0,0,2550,11730,8400,380,3240,816,950,6528,1300,0,80520,Male,32,Married,Grade 2,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,7,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,20,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
273040, ARMM,98846,Wage/Salaries,0,25566,21710,8914,16942,2945,3543,24710,0,0,9580,19980,16800,290,3060,1380,1200,29226,2500,0,0,Male,40,Married,Teacher Training and Education Sciences Programs,With Job/Business,General elementary education teaching professionals,Worked for government/government corporation,Single Family,4,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,89,12,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
260102, ARMM,139905,Enterpreneurial Activities,0,56741,47090,8120,22420,2410,3105,38170,0,60,3715,16920,12000,230,3756,1872,3650,7260,12000,0,244980,Male,36,Married,Teacher Training and Education Sciences Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,9,1,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,16,3,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,Dug well,1,0,0,0,0,0,0,0,3,0,0,0,0,ARMM
83430, ARMM,50381,Enterpreneurial Activities,1,20151,17715,2580,5558,2360,3280,14560,0,0,1035,14760,12000,280,2508,540,2700,3150,500,66470,66470,Male,50,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,65,39,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
133560, ARMM,87577,Enterpreneurial Activities,1,32343,28067,5188,15440,2810,4466,23840,0,1040,2815,13260,9600,260,2826,1632,3100,4260,800,0,113520,Male,49,Married,Elementary Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,45,13,2,"Own house, rent-free lot with consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
108202, ARMM,61104,Wage/Salaries,0,32994,31317,3258,5084,1045,3555,6290,720,9424,3135,15600,9000,240,1836,1440,1500,5292,100,0,0,Male,34,Married,Grade 3,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,7,2,3,2,Single house,Mixed but predominantly salvaged materials,Salvaged,6,11,1,Own or owner-like possession of house and lot,Open pit,1,Dug well,1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
299007, ARMM,75371,Wage/Salaries,0,18051,15204,3011,7694,2507,3169,4700,0,0,3752,16740,9000,1216,2532,1680,1000,13386,1000,0,0,Male,34,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,5,2,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,9,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
513500, ARMM,176207,Wage/Salaries,0,23687,16652,4222,10696,3482,5625,113400,0,0,6659,59508,39000,2195,3396,6840,0,18630,3000,0,15900,Male,59,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,3,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,16,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,3,0,1,0,0,ARMM
349504, ARMM,115874,Other sources of Income,0,31106,24856,6194,16545,1357,3055,6420,390,5430,5780,46368,30000,962,15450,2040,35000,12468,10000,0,61000,Male,52,Married,Social and Behavioral Science Programs,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,8,2,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,19,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,0,0,1,0,0,1,0,2,0,0,0,0,ARMM
